Food_Name,Calories_kcal,Carbs_g,Protein_g,Fat_g,Sodium_mg,Fiber_g,Saturated_Fat_g,Meal_Type
taro shoots raw,9,2.0,0.8,0.069,56.0,0.0,0.016,Breakfast
acorn squash raw,172,44.9,3.4,0.4,17.0,6.5,0.091,Snack
leeks dried,10,2.4,0.5,0.026,77.0,0.3,0.08,Snack
cabbage raw,70,16.2,3.6,0.3,6.0,7.0,0.054,Snack
sweet red peppers cooked,19,4.5,0.7,0.1,200.0,0.9,0.012,Dinner
sweet red peppers raw,46,9.0,1.5,0.4,92.0,3.1,0.088,Breakfast
cucumber peeled,16,2.9,0.8,0.2,98.0,0.9,0.1,Lunch
purslane raw,9,1.5,0.9,0.2,66.0,0.0,0.0,Lunch
peas onions cooked,81,15.5,4.6,0.4,500.0,4.0,0.055,Breakfast
tomato cooked,22,4.9,1.2,0.1,29.0,0.9,0.086,Dinner
taro shoots cooked,20,4.5,1.0,0.1,300.0,0.0,0.068,Dinner
scots kale raw,28,5.6,1.9,0.4,59.0,1.1,0.072,Snack
artichoke raw,60,13.5,4.2,0.2,100.0,6.9,0.056,Breakfast
navy bean sprouts raw,70,13.6,6.4,0.7,63.0,0.0,0.05,Breakfast
sweet pickles,146,33.8,0.9,0.7,700.0,1.6,0.1,Lunch
oriental radish cooked,25,5.0,1.0,0.4,400.0,2.4,0.1,Breakfast
sweet potato leaves raw,15,3.1,0.9,0.2,73.0,1.9,0.088,Dinner
irishmoss,2,0.6,0.037,0.049,84.0,0.082,0.06,Breakfast
drumstick leaves cooked,25,4.7,2.2,0.4,100.0,0.8,0.0,Lunch
winter squash raw,39,10.0,1.1,0.2,27.0,1.7,0.019,Snack
pumpkin raw,30,7.5,1.2,0.1,62.0,0.6,0.065,Lunch
chicory greens,7,1.4,0.5,0.096,17.0,1.2,0.078,Lunch
spinach cooked,41,6.8,5.3,0.5,100.0,4.3,0.042,Snack
radish pickled,42,7.8,1.7,0.5,1200.0,3.3,0.1,Lunch
sweet onion,106,25.0,2.6,0.3,63.0,3.0,0.0,Lunch
salsify cooked,92,20.7,3.7,0.2,28.0,4.2,0.0,Breakfast
radish seeds sprouted,16,1.4,1.4,1.0,67.0,0.0,0.3,Breakfast
turnips raw,51,11.8,1.6,0.2,100.0,3.3,0.074,Snack
burdock root raw,85,20.5,1.8,0.2,8.0,3.9,0.069,Breakfast
red cabbage cooked,49,11.8,2.6,0.2,47.0,4.4,0.058,Breakfast
jute raw,10,1.6,1.3,0.046,42.0,0.0,0.0,Lunch
hot chile pepper dried,2,0.3,0.054,0.054,41.0,0.1,0.001,Dinner
salsify raw,109,24.7,4.4,0.3,93.0,4.4,0.0,Breakfast
crookneck squash raw,24,4.9,1.3,0.3,47.0,1.3,0.1,Dinner
indian squash cooked,38,7.6,0.7,0.4,0.0,3.5,0.0,Breakfast
poi,269,65.4,0.9,0.3,91.0,1.0,0.063,Breakfast
sesbania flower cooked,22,5.3,1.2,0.007,300.0,0.0,0.0,Snack
acorn squash cooked,115,29.9,2.3,0.3,500.0,9.0,0.023,Snack
cauliflower cooked,29,5.1,2.3,0.6,94.0,2.9,0.055,Snack
crookneck squash cooked,34,6.8,1.9,0.7,400.0,2.0,0.1,Dinner
laver seaweed,1,0.1,0.2,0.012,75.0,0.09,0.066,Lunch
mountain yam cooked,119,29.0,2.5,0.1,400.0,0.0,0.014,Breakfast
pumpkin flowers raw,5,1.1,0.3,0.084,66.0,0.0,0.049,Breakfast
mustard greens raw,15,2.6,1.6,0.2,4.0,1.8,0.072,Breakfast
arrowhead,12,2.4,0.6,0.084,82.0,0.0,0.0,Dinner
japanese cabbage,45,8.5,2.4,0.2,400.0,4.7,0.092,Snack
mung bean sprouts cooked,24,4.5,2.5,0.1,300.0,1.0,0.05,Lunch
scallop squash cooked,29,5.9,1.9,0.3,400.0,3.4,0.034,Dinner
pumpkin leaves cooked,15,2.4,1.9,0.2,200.0,1.9,0.092,Snack
hungarian pepper,8,1.8,0.2,0.1,28.0,0.3,0.082,Dinner
sweet potato baked,103,23.6,2.3,0.2,70.0,3.8,0.013,Lunch
chinese cabbage pe tsai raw,12,2.5,0.9,0.2,49.0,0.9,0.033,Snack
taro raw,116,27.5,1.6,0.2,54.0,4.3,0.099,Dinner
yam bean jicama,49,11.5,0.9,0.1,47.0,6.4,0.061,Lunch
olives,10,0.5,0.09,0.9,1.0,0.1,0.2,Breakfast
mustard greens cooked,36,6.3,3.6,0.7,400.0,2.8,0.053,Lunch
pumpkin flowers cooked,20,4.4,1.5,0.1,82.0,1.2,0.057,Breakfast
tree fern cooked,57,15.3,0.4,0.096,300.0,5.3,0.0,Dinner
yellow corn raw,606,123.3,15.6,7.9,60.0,12.1,1.1,Snack
endive,9,1.7,0.6,0.1,80.0,1.6,0.022,Snack
wakame,36,7.3,2.4,0.5,700.0,0.4,0.1,Dinner
tahitian taro raw,55,8.6,3.5,1.2,3.0,0.0,0.2,Snack
broccoli raw,31,6.0,2.6,0.3,49.0,2.4,0.053,Snack
sweet green peppers raw,30,6.9,1.3,0.3,23.0,2.5,0.053,Breakfast
chinese cabbage pak choi cooked,20,3.0,2.7,0.3,500.0,1.7,0.014,Dinner
agar,1,0.3,0.053,0.058,49.0,0.027,0.087,Lunch
watercress,4,0.4,0.8,0.006,38.0,0.2,0.071,Breakfast
beet greens cooked,39,7.9,3.7,0.3,300.0,4.2,0.025,Dinner
winter squash cooked,76,18.1,1.8,0.7,68.0,5.7,0.1,Breakfast
new zealand spinach raw,8,1.4,0.8,0.1,17.0,0.8,0.077,Lunch
okra,4,0.9,0.2,0.082,98.0,0.4,0.001,Lunch
yautia tannier,132,31.9,2.0,0.5,31.0,2.0,0.1,Dinner
mustard spinach cooked,29,5.0,3.1,0.4,500.0,3.6,0.0,Lunch
rhubarb cooked,278,74.9,0.9,0.1,7.0,4.8,0.08,Breakfast
beets raw,58,13.0,2.2,0.2,100.0,3.8,0.028,Lunch
drumstick pods raw,37,8.5,2.1,0.2,77.0,3.2,0.025,Breakfast
baby zucchini,2,0.3,0.3,0.089,41.0,0.1,0.02,Breakfast
onion raw,16,3.7,0.4,0.048,65.0,0.7,0.077,Lunch
romanesco cooked,39,7.7,3.7,0.4,300.0,4.0,0.028,Dinner
butternut squash raw,90,23.4,2.0,0.2,67.0,4.0,0.044,Snack
amaranth leaves,6,1.1,0.7,0.075,71.0,0.0,0.072,Lunch
turnip greens raw,18,3.9,0.8,0.2,12.0,1.8,0.009,Breakfast
spaghetti squash raw,31,7.0,0.6,0.6,81.0,1.5,0.1,Breakfast
seaweed dry,52,9.2,3.1,0.3,900.0,7.3,0.006,Lunch
yam cooked,158,37.4,2.0,0.2,17.0,5.3,0.061,Dinner
corn dried,119,18.8,4.1,3.0,29.0,5.8,0.6,Dinner
cucumber,23,5.4,1.0,0.2,61.0,0.8,0.068,Breakfast
arrowroot,78,16.1,5.1,0.2,52.0,1.6,0.094,Breakfast
cardoon raw,30,7.2,1.2,0.2,300.0,2.8,0.072,Dinner
bamboo shoots cooked,14,2.3,1.8,0.3,40.0,1.2,0.007,Snack
summer squash raw,42,8.7,3.1,0.5,51.0,2.9,0.1,Lunch
sweet potato raw,112,26.2,2.0,0.002,79.0,3.9,0.036,Breakfast
green tomato,42,9.3,2.2,0.4,55.0,2.0,0.024,Breakfast
beet greens raw,8,1.6,0.8,0.078,13.0,1.4,0.026,Dinner
savoy cabbage cooked,41,9.2,3.1,0.2,50.0,4.8,0.076,Lunch
witloof chicory,9,2.1,0.5,0.031,22.0,1.6,0.076,Dinner
turnips cooked,34,7.9,1.1,0.1,17.0,3.1,0.082,Lunch
dried tomatoes,5,1.1,0.3,0.053,69.0,0.2,0.032,Lunch
radicchio,15,2.9,0.9,0.2,33.0,0.6,0.031,Lunch
mixed vegetables cooked,118,23.8,5.2,0.3,89.0,8.0,0.0,Breakfast
yellow tomato,32,6.3,2.1,0.6,88.0,1.5,0.03,Snack
cardoon cooked,26,6.4,0.9,0.1,200.0,2.0,0.014,Dinner
spinach raw,7,1.1,0.9,0.1,36.0,0.7,0.024,Snack
kale raw,7,0.9,0.6,0.3,45.0,0.9,0.057,Dinner
drumstick pods cooked,42,9.7,2.5,0.2,300.0,5.0,0.0,Lunch
kohlrabi raw,72,16.4,4.5,0.3,63.0,9.5,0.007,Breakfast
lentil sprouts,82,17.0,6.9,0.4,44.0,0.0,0.067,Snack
carrots raw,25,5.8,0.6,0.1,24.0,1.7,0.046,Breakfast
red chili peppers,18,4.0,0.8,0.2,30.0,0.7,0.088,Dinner
fennel,73,17.1,2.9,0.5,100.0,7.3,0.0,Breakfast
sweet corn white,63,13.9,2.4,0.9,16.0,2.0,0.1,Breakfast
celeriac raw,66,14.4,2.3,0.5,200.0,2.8,0.1,Snack
hubbard squash raw,46,10.1,2.3,0.6,94.0,4.5,0.1,Lunch
brussels sprouts cooked,8,1.5,0.5,0.1,51.0,0.5,0.099,Breakfast
carrots cooked,16,3.8,0.3,0.092,25.0,1.4,0.096,Lunch
lambs quarters raw,0,0.069,0.08,0.067,33.0,0.046,0.0,Dinner
lotus root cooked,6,1.4,0.1,0.056,0.0,0.3,0.029,Breakfast
split peas raw,672,118.9,48.4,2.3,75.0,50.2,0.3,Snack
scots kale cooked,36,7.3,2.5,0.5,400.0,0.0,0.014,Dinner
corn cooked,99,21.6,3.5,1.5,39.0,2.5,0.2,Dinner
radish raw,1,0.2,0.042,0.026,33.0,0.002,0.084,Snack
stinging nettles,37,6.7,2.4,0.007,90.0,6.1,0.0,Breakfast
baby carrots,5,1.2,0.031,0.053,97.0,0.4,0.015,Breakfast
sweet yellow peppers,50,11.8,1.9,0.4,17.0,1.7,0.012,Dinner
taro leaves raw,12,1.9,1.4,0.2,83.0,1.0,0.013,Breakfast
corn raw,123,26.7,4.7,1.9,83.0,2.9,0.5,Lunch
roselle,28,6.4,0.5,0.4,79.0,0.0,0.0,Snack
drumstick leaves raw,13,1.7,2.0,0.3,71.0,0.4,0.0,Lunch
scallop squash raw,23,5.0,1.6,0.3,75.0,1.6,0.097,Breakfast
chicory roots,65,15.8,1.3,0.2,55.0,1.4,0.052,Dinner
brussels sprouts raw,8,1.7,0.6,0.077,49.0,0.7,0.072,Snack
kale cooked,42,6.3,3.5,1.4,18.0,4.7,0.2,Breakfast
pupusas con frijoles,289,39.7,7.0,11.4,400.0,7.3,2.8,Breakfast
mustard cabbage,36,7.2,1.4,0.1,900.0,4.0,0.016,Dinner
gourd raw,19,4.1,1.1,0.2,30.0,1.0,0.07,Dinner
butternut squash cooked,80,21.0,1.8,0.2,2.0,6.4,0.013,Lunch
burdock root cooked,146,35.1,3.5,0.2,400.0,3.0,0.0,Snack
cassava,330,78.4,2.8,0.6,99.0,3.7,0.2,Snack
peas carrots cooked,77,16.2,4.9,0.7,500.0,5.0,0.1,Dinner
romaine lettuce,8,1.5,0.6,0.1,83.0,1.0,0.049,Lunch
yam raw,177,41.8,2.3,0.3,17.0,6.2,0.067,Snack
chowchow pickles,296,65.3,3.7,2.2,1300.0,3.7,0.4,Dinner
prairie turnips raw,20,4.5,0.3,0.029,59.0,1.0,0.0,Breakfast
savoy cabbage raw,19,4.3,1.4,0.017,7.0,2.2,0.091,Snack
celery raw,6,1.2,0.3,0.045,19.0,0.6,0.005,Lunch
celeriac cooked,42,9.1,1.5,0.3,84.0,0.0,0.0,Lunch
mustard spinach raw,33,5.9,3.3,0.5,25.0,4.2,0.087,Lunch
zucchini raw,44,8.1,3.1,0.8,23.0,2.6,0.2,Breakfast
okra cooked,35,7.2,3.0,0.3,400.0,4.0,0.032,Snack
white icicle radish,14,2.6,1.1,0.1,49.0,1.4,0.076,Snack
orange tomato,18,3.5,1.3,0.2,1.0,1.0,0.097,Breakfast
pumpkin leaves raw,7,0.9,1.2,0.2,57.0,0.0,0.053,Snack
spaghetti squash cooked,42,10.0,1.0,0.4,400.0,2.2,0.091,Breakfast
white corn cooked,100,22.4,3.4,1.5,82.0,2.8,0.2,Breakfast
artichoke cooked,64,14.3,3.5,0.4,87.0,10.3,0.059,Breakfast
avocado,432,23.0,5.4,39.6,45.0,18.1,5.7,Lunch
string beans wellsley farms,8,1.7,0.3,0.0,0.0,0.087,0.0,Snack
lambs quarters cooked,58,9.0,5.8,1.3,500.0,3.8,0.085,Breakfast
peas cooked,134,25.0,8.6,0.4,74.0,8.8,0.065,Snack
beets cooked,22,5.0,0.8,0.085,35.0,1.0,0.026,Lunch
shallots dried,3,0.7,0.1,0.013,59.0,0.1,0.063,Breakfast
green lettuce,23,4.3,2.0,0.2,50.0,2.0,0.027,Dinner
kohlrabi cooked,48,11.0,3.0,0.2,35.0,1.8,0.041,Lunch
kanpyo dried,139,35.1,4.6,0.3,56.0,5.3,0.041,Dinner
prairie turnips boiled,18,4.2,0.2,0.086,12.0,1.0,0.0,Snack
broccoli raab cooked,21,2.7,3.3,0.4,77.0,2.4,0.086,Snack
summer squash cooked,49,9.9,2.7,1.0,36.0,2.9,0.2,Lunch
taro cooked,187,45.7,0.7,0.1,55.0,6.7,0.012,Snack
spring onion scallions,6,1.5,0.4,0.077,48.0,0.5,0.029,Dinner
hubbard squash cooked,57,12.3,2.8,0.7,500.0,5.5,0.1,Breakfast
jalapeno pepper,4,0.9,0.1,0.002,28.0,0.4,0.06,Breakfast
new zealand spinach cooked,22,3.8,2.3,0.3,600.0,2.5,0.027,Breakfast
sesbania flower raw,1,0.2,0.012,0.095,7.0,0.0,0.0,Lunch
spirulina dried,20,1.7,4.0,0.5,31.0,0.3,0.2,Snack
chinese cabbage pe tsai cooked,17,2.9,1.8,0.2,300.0,2.0,0.011,Dinner
zucchini cooked,27,4.8,2.1,0.6,77.0,1.8,0.1,Snack
green olives pickled,4,0.1,0.073,0.4,100.0,0.057,0.064,Snack
lotus root raw,85,19.8,3.0,0.1,60.0,5.6,0.057,Snack
grape leaves,13,2.4,0.8,0.3,5.0,1.5,0.085,Breakfast
dill pickled cucumber,17,3.7,0.9,0.2,1300.0,1.6,0.08,Dinner
skunk cabbage,11,1.8,1.5,0.1,16.0,1.2,0.0,Dinner
banana pepper,9,1.8,0.5,0.1,39.0,1.1,0.018,Snack
oriental radish raw,61,13.9,2.0,0.3,14.0,5.4,0.1,Breakfast
purslane cooked,21,4.1,1.7,0.2,300.0,0.0,0.0,Breakfast
rhubarb raw,11,2.3,0.5,0.1,58.0,0.9,0.043,Dinner
swamp cabbage,20,3.6,2.0,0.2,400.0,1.9,0.0,Breakfast
mung bean sprouts raw,6,1.2,0.6,0.044,80.0,0.4,0.036,Breakfast
onion cooked,7,1.5,0.2,0.034,40.0,0.2,0.095,Breakfast
swiss chard raw,7,1.3,0.6,0.042,89.0,0.6,0.065,Lunch
peas raw,117,21.0,7.9,0.6,17.0,7.4,0.1,Snack
cabbage cooked,35,8.3,1.9,0.019,11.0,2.9,0.0,Dinner
taro leaves cooked,35,5.6,3.9,0.6,300.0,2.9,0.1,Dinner
leeks cooked,38,9.4,1.0,0.2,67.0,1.2,0.086,Lunch
split peas cooked,227,40.2,16.3,0.8,500.0,16.3,0.1,Snack
sweet corn yellow,58,14.2,4.1,0.4,50.0,1.5,0.029,Dinner
asparagus raw,2,0.5,0.3,0.037,47.0,0.3,0.012,Breakfast
collard cooked,63,10.7,5.1,1.4,13.0,7.6,0.049,Dinner
swiss chard cooked,35,7.2,3.3,0.1,700.0,3.7,0.0,Breakfast
nopales cooked,22,4.9,2.0,0.003,87.0,3.0,0.064,Lunch
tahitian taro cooked,60,9.4,5.7,0.9,400.0,0.0,0.2,Breakfast
chinese cabbage pak choi raw,9,1.5,1.1,0.1,87.0,0.7,0.013,Dinner
green chili pepper,18,4.3,0.9,0.097,23.0,0.7,0.067,Dinner
mountain yam raw,91,22.2,1.8,0.1,21.0,3.4,0.015,Dinner
parsnips cooked,114,27.2,2.1,0.5,21.0,6.4,0.081,Lunch
tomato stewed,97,16.1,2.4,3.3,600.0,2.1,0.6,Lunch
sweet green peppers cooked,19,4.5,0.7,0.1,200.0,0.9,0.037,Snack
white corn raw,143,31.6,5.3,2.0,88.0,4.5,0.3,Dinner
rutabaga raw,286,66.5,8.3,1.2,61.0,17.8,0.2,Breakfast
jalapeno peppers canned,37,6.4,1.3,1.3,2300.0,3.5,0.1,Lunch
pumpkin canned,83,19.8,2.7,0.7,600.0,7.1,0.4,Dinner
peas onions canned,61,10.3,3.9,0.5,500.0,2.8,0.064,Dinner
sweet mashed potato canned,258,59.1,5.0,0.5,200.0,4.3,0.1,Lunch
hominy canned,119,23.5,2.4,1.5,600.0,4.1,0.2,Snack
tomato puree canned,95,22.5,4.1,0.5,2.0,4.8,0.098,Lunch
dried tomatoes canned in oil,6,0.7,0.2,0.4,56.0,0.2,0.072,Lunch
mixed vegetables canned,88,17.5,3.5,0.6,500.0,9.3,0.1,Breakfast
straw mushrooms canned,2,0.3,0.2,0.09,49.0,0.1,0.1,Breakfast
capers canned,2,0.4,0.2,0.089,200.0,0.3,0.021,Snack
red peppers canned,15,3.7,0.7,0.058,900.0,0.9,0.03,Dinner
carrots canned,104,24.4,2.6,0.6,200.0,8.2,0.1,Lunch
tomatoes in tomato juice canned,41,9.6,1.9,0.3,300.0,2.4,0.08,Snack
asparagus canned,62,10.2,7.4,0.7,100.0,4.1,0.2,Breakfast
sweet red peppers canned,25,5.5,1.1,0.4,1900.0,1.7,0.013,Lunch
onions canned,12,2.5,0.5,0.084,200.0,0.8,0.045,Dinner
turnip greens canned,27,4.0,2.0,0.4,82.0,1.9,0.1,Breakfast
hearts of palm,9,1.5,0.8,0.2,100.0,0.8,0.056,Breakfast
spinach canned,44,6.8,4.9,0.9,700.0,3.7,0.1,Breakfast
sweet potato canned,568,133.5,6.3,1.3,300.0,16.0,0.3,Snack
corn canned,49,11.1,1.6,0.6,200.0,1.4,0.032,Dinner
peas carrots canned,97,21.6,5.5,0.7,700.0,8.4,0.1,Lunch
crookneck squash canned,27,6.2,1.3,0.1,6.0,2.9,0.088,Snack
tomatoes canned,77,17.6,4.0,0.7,300.0,4.6,0.062,Snack
pimento canned,44,9.8,2.1,0.6,6.0,3.6,0.004,Snack
sweet green peppers canned,25,5.5,1.1,0.4,1900.0,1.7,0.037,Breakfast
peas canned,57,9.5,3.5,0.8,200.0,0.0,0.1,Dinner
chili peppers canned,29,6.4,1.0,0.4,600.0,2.4,0.013,Snack
green peppers canned,15,3.7,0.7,0.074,900.0,0.9,0.096,Lunch
grape leaves canned,20,3.3,1.2,0.6,800.0,2.8,0.065,Dinner
sauerkraut canned,27,6.1,1.3,0.2,900.0,4.1,0.023,Lunch
beets canned,69,16.2,2.0,0.2,20.0,3.0,0.017,Dinner
stewed tomatoes canned,66,15.8,2.3,0.5,600.0,2.6,0.078,Lunch
tomato paste canned,215,49.5,11.3,1.2,2100.0,10.7,0.3,Breakfast
bacon ranch salad mcdonalds,389,19.4,28.1,20.1,900.0,3.2,5.2,Snack
caesar salad with grilled chicken mcdonalds,201,11.3,29.1,5.6,600.0,3.3,3.0,Lunch
caesar salad mcdonalds,94,9.1,6.8,4.4,200.0,3.4,2.5,Dinner
vegetable salad,22,4.4,1.7,0.054,25.0,0.0,0.053,Snack
vegetable salad with chicken,70,2.5,11.6,1.5,100.0,0.0,0.4,Snack
potato salad,358,27.9,6.7,20.5,1300.0,3.3,3.6,Dinner
taco salad taco bell,906,80.5,35.7,48.9,1900.0,16.0,15.9,Lunch
iceberg lettuce,8,1.7,0.5,0.045,22.0,0.7,0.089,Breakfast
cornsalad,12,2.0,1.1,0.2,67.0,0.0,0.0,Breakfast
potato salad with egg,393,40.5,4.9,23.5,800.0,3.3,3.6,Lunch
side salad mcdonalds,17,3.7,0.9,0.2,37.0,1.4,0.014,Snack
caesar salad with crispy chicken mcdonalds,349,19.2,25.7,16.4,700.0,3.4,4.3,Snack
grape apple salad with walnuts,191,25.6,3.5,8.2,87.0,3.6,1.1,Snack
vegetable salad with cheese egg,68,3.2,5.8,3.9,44.0,0.0,2.0,Snack
celtuce,1,0.3,0.071,0.088,94.0,0.1,0.0,Lunch
arugula,5,0.7,0.5,0.1,18.0,0.3,0.029,Snack
vegetable salad with shrimp,71,4.4,9.7,1.7,300.0,0.0,0.4,Dinner
coleslaw,292,28.4,1.8,18.9,400.0,3.6,3.1,Snack
shiitake mushrooms cooked,10,2.6,0.3,0.007,48.0,0.4,0.061,Breakfast
shiitake mushrooms raw,6,1.3,0.4,0.039,96.0,0.5,0.0,Snack
crimini mushrooms,1,0.3,0.2,0.018,86.0,0.064,0.054,Lunch
mushrooms raw,15,2.3,2.2,0.2,53.0,0.7,0.052,Breakfast
portabella mushrooms grilled,35,5.4,4.0,0.7,47.0,2.7,0.023,Lunch
maitake mushrooms,0,0.072,0.016,0.017,59.0,0.041,0.011,Lunch
shiitake mushrooms dried,11,2.7,0.3,0.061,86.0,0.4,0.014,Breakfast
chanterelle mushrooms,2,0.4,0.033,0.063,28.0,0.2,0.0,Lunch
cloud ear fungus dried,80,20.4,2.6,0.2,36.0,19.6,0.0,Lunch
mushrooms cooked,44,8.3,3.4,0.7,11.0,3.4,0.05,Snack
pepeao dried,72,19.4,1.2,0.1,72.0,0.0,0.0,Dinner
truffles,61,5.4,0.7,4.1,34.0,0.3,2.2,Lunch
jews ear,25,6.7,0.5,0.095,27.0,0.0,0.0,Lunch
enoki mushrooms,1,0.2,0.062,0.099,84.0,0.089,0.027,Lunch
morel mushrooms,4,0.7,0.4,0.07,80.0,0.4,0.056,Snack
portabella mushrooms raw,19,3.3,1.8,0.3,14.0,1.1,0.036,Dinner
oyster mushroom,5,0.9,0.5,0.035,98.0,0.3,0.016,Breakfast
